customer_id,name,email,country
c31b536f,Customer_4748,customer_4748@example.com,India
ba7a7f39,Customer_8525,customer_8525@example.com,Australia
dc361782,Customer_9497,customer_9497@example.com,UK
ce59da5a,Customer_3318,customer_3318@example.com,Canada
7b086118,Customer_7762,customer_7762@example.com,India
81fb786d,Customer_9305,customer_9305@example.com,UK
b1c6d7ea,Customer_7443,customer_7443@example.com,USA
db94a704,Customer_7890,customer_7890@example.com,India
fe5ca664,Customer_7168,customer_7168@example.com,USA
16e904ea,Customer_2637,customer_2637@example.com,Canada
6d4a45be,Customer_3413,customer_3413@example.com,India
56ae66e7,Customer_7984,customer_7984@example.com,UK
1e6bfcf0,Customer_9652,customer_9652@example.com,USA
70d04df3,Customer_8442,customer_8442@example.com,Canada
538e673f,Customer_5532,customer_5532@example.com,UK
e2d150c4,Customer_8908,customer_8908@example.com,Australia
50783fda,Customer_1486,customer_1486@example.com,Australia
a865915e,Customer_4059,customer_4059@example.com,Canada
1553494d,Customer_1233,customer_1233@example.com,Canada
1da061e9,Customer_8036,customer_8036@example.com,USA
4005ff70,Customer_2774,customer_2774@example.com,UK
021aab1a,Customer_8751,customer_8751@example.com,Germany
6299ccd2,Customer_8916,customer_8916@example.com,Canada
e97b9249,Customer_4161,customer_4161@example.com,Germany
7cf8dde2,Customer_9494,customer_9494@example.com,Germany
1b1955f1,Customer_5169,customer_5169@example.com,USA
39d65aeb,Customer_2939,customer_2939@example.com,USA
20201c3f,Customer_3500,customer_3500@example.com,Germany
2cfa4a18,Customer_4287,customer_4287@example.com,Canada
b59ba766,Customer_5160,customer_5160@example.com,Canada
9b8beed2,Customer_2930,customer_2930@example.com,Australia
8260621c,Customer_5838,customer_5838@example.com,USA
38151512,Customer_1711,customer_1711@example.com,UK
763b7d39,Customer_4444,customer_4444@example.com,Germany
db891054,Customer_8923,customer_8923@example.com,USA
3c31a698,Customer_9619,customer_9619@example.com,UK
e789dd8d,Customer_2212,customer_2212@example.com,India
13af9f49,Customer_3170,customer_3170@example.com,Australia
f334f9ae,Customer_2714,customer_2714@example.com,India
c29701d0,Customer_8240,customer_8240@example.com,USA
c07ce2cb,Customer_4998,customer_4998@example.com,Canada
97c43d62,Customer_1149,customer_1149@example.com,Australia
577213bc,Customer_6751,customer_6751@example.com,USA
afef8e86,Customer_1436,customer_1436@example.com,Australia
e36ffbd7,Customer_8542,customer_8542@example.com,USA
915c6f4a,Customer_9651,customer_9651@example.com,India
08578ec3,Customer_3489,customer_3489@example.com,USA
a7b0a5c9,Customer_1482,customer_1482@example.com,Australia
5f7d3c92,Customer_7175,customer_7175@example.com,Germany
ac702b0f,Customer_8993,customer_8993@example.com,India
6bf99638,Customer_9822,customer_9822@example.com,Germany
6b3f7b90,Customer_8573,customer_8573@example.com,USA
cde99467,Customer_1390,customer_1390@example.com,India
bf737dae,Customer_3691,customer_3691@example.com,Australia
e976379f,Customer_8579,customer_8579@example.com,India
7e86fe3b,Customer_2955,customer_2955@example.com,Germany
737f367c,Customer_4962,customer_4962@example.com,India
3108e092,Customer_2243,customer_2243@example.com,India
28ffc3a8,Customer_6447,customer_6447@example.com,USA
4efcb017,Customer_4612,customer_4612@example.com,Australia
8f64a8d4,Customer_1457,customer_1457@example.com,USA
74128e49,Customer_7734,customer_7734@example.com,UK
6742119f,Customer_8679,customer_8679@example.com,Australia
2a8662f2,Customer_4790,customer_4790@example.com,UK
ac978741,Customer_8324,customer_8324@example.com,India
7953ec4f,Customer_6273,customer_6273@example.com,Germany
0cd68344,Customer_3915,customer_3915@example.com,USA
b2212136,Customer_8554,customer_8554@example.com,India
d3b0e19b,Customer_9036,customer_9036@example.com,Germany
ebc15996,Customer_4578,customer_4578@example.com,India
66b02b56,Customer_8536,customer_8536@example.com,Canada
887d76d5,Customer_5283,customer_5283@example.com,Australia
481a18a1,Customer_7256,customer_7256@example.com,India
994eeb7d,Customer_3210,customer_3210@example.com,Germany
2c6fc130,Customer_9620,customer_9620@example.com,Australia
ae0328e7,Customer_7022,customer_7022@example.com,Australia
122c3b52,Customer_5016,customer_5016@example.com,Australia
9bc80297,Customer_9321,customer_9321@example.com,Canada
056fbad1,Customer_8087,customer_8087@example.com,Australia
570ff361,Customer_5952,customer_5952@example.com,Australia
f6655c98,Customer_9997,customer_9997@example.com,UK
1442d156,Customer_6041,customer_6041@example.com,Canada
39b7e638,Customer_4557,customer_4557@example.com,UK
6c9f5ccb,Customer_1395,customer_1395@example.com,Canada
efc0aae0,Customer_4329,customer_4329@example.com,USA
d9224e06,Customer_5689,customer_5689@example.com,Australia
9a37024c,Customer_1211,customer_1211@example.com,UK
4889038d,Customer_5605,customer_5605@example.com,UK
ff45f326,Customer_7963,customer_7963@example.com,UK
786ab9ab,Customer_2394,customer_2394@example.com,India
f4fab91d,Customer_1431,customer_1431@example.com,USA
1cb8fac4,Customer_1440,customer_1440@example.com,UK
4cb097f6,Customer_9594,customer_9594@example.com,Australia
fedf2834,Customer_7034,customer_7034@example.com,Canada
e9196e8e,Customer_9373,customer_9373@example.com,Australia
5733cb4f,Customer_5183,customer_5183@example.com,Canada
0e617807,Customer_1437,customer_1437@example.com,USA
401570b8,Customer_5527,customer_5527@example.com,USA
e1dccef2,Customer_1938,customer_1938@example.com,Australia
4b996e4f,Customer_8879,customer_8879@example.com,Australia
4371958d,Customer_9790,customer_9790@example.com,UK
867b094d,Customer_7379,customer_7379@example.com,Germany
44c9d952,Customer_2309,customer_2309@example.com,Canada
34aed445,Customer_2692,customer_2692@example.com,Canada
3400974f,Customer_5521,customer_5521@example.com,Canada
ceff2ee7,Customer_9455,customer_9455@example.com,UK
a50376eb,Customer_1607,customer_1607@example.com,India
a6a026ab,Customer_6891,customer_6891@example.com,Australia
45ed8424,Customer_9811,customer_9811@example.com,USA
52dcf560,Customer_2976,customer_2976@example.com,Canada
0abd1a7f,Customer_2312,customer_2312@example.com,USA
059aa40b,Customer_5652,customer_5652@example.com,USA
1daeffcc,Customer_9790,customer_9790@example.com,Germany
c750ffd0,Customer_1694,customer_1694@example.com,Canada
f5fbd22a,Customer_9005,customer_9005@example.com,UK
2f442010,Customer_8002,customer_8002@example.com,USA
651beff9,Customer_4140,customer_4140@example.com,Germany
8da705fc,Customer_1033,customer_1033@example.com,India
9878412b,Customer_8490,customer_8490@example.com,Germany
9e4656b5,Customer_6132,customer_6132@example.com,UK
eda31611,Customer_9794,customer_9794@example.com,USA
75953395,Customer_2687,customer_2687@example.com,Germany
2f4a8a48,Customer_3387,customer_3387@example.com,USA
4e43e78d,Customer_3754,customer_3754@example.com,Canada
f9c4fea1,Customer_6851,customer_6851@example.com,Australia
719e5e2e,Customer_6715,customer_6715@example.com,India
bec24fee,Customer_2481,customer_2481@example.com,USA
9455b34d,Customer_1381,customer_1381@example.com,USA
0d7f6078,Customer_2551,customer_2551@example.com,Germany
87409dfb,Customer_1366,customer_1366@example.com,UK
c66099d3,Customer_8539,customer_8539@example.com,USA
bc9f5160,Customer_9785,customer_9785@example.com,India
f2931901,Customer_1113,customer_1113@example.com,Australia
ca0e6823,Customer_6731,customer_6731@example.com,India
97a38387,Customer_1963,customer_1963@example.com,Germany
b8ea7fff,Customer_9879,customer_9879@example.com,India
0c66a887,Customer_3468,customer_3468@example.com,USA
b5649049,Customer_7579,customer_7579@example.com,Australia
79ecc753,Customer_6997,customer_6997@example.com,Germany
6d8f152e,Customer_8738,customer_8738@example.com,India
c1555ce2,Customer_9195,customer_9195@example.com,Australia
cd886151,Customer_3429,customer_3429@example.com,USA
59606309,Customer_2156,customer_2156@example.com,Australia
854f22c6,Customer_4987,customer_4987@example.com,USA
5355feb9,Customer_7642,customer_7642@example.com,Canada
52bd1410,Customer_8271,customer_8271@example.com,India
1d4229b9,Customer_4437,customer_4437@example.com,Australia
60ea2032,Customer_7713,customer_7713@example.com,India
424dcf6b,Customer_5298,customer_5298@example.com,UK
9f904a84,Customer_1800,customer_1800@example.com,Australia
63881e12,Customer_8608,customer_8608@example.com,USA
a983f0e2,Customer_2501,customer_2501@example.com,USA
cecfca07,Customer_3562,customer_3562@example.com,India
08c52ff1,Customer_4251,customer_4251@example.com,Canada
25f02728,Customer_7681,customer_7681@example.com,Australia
fb3fc9e4,Customer_6073,customer_6073@example.com,USA
0d65ff6a,Customer_5982,customer_5982@example.com,India
1b857020,Customer_3391,customer_3391@example.com,Australia
88f88f59,Customer_5560,customer_5560@example.com,USA
fbb3665a,Customer_5837,customer_5837@example.com,Germany
40fa8ea3,Customer_3078,customer_3078@example.com,India
a07219f0,Customer_4791,customer_4791@example.com,Canada
83bfd1ec,Customer_7779,customer_7779@example.com,USA
e088a971,Customer_4339,customer_4339@example.com,Canada
9b3c5d62,Customer_8837,customer_8837@example.com,UK
1e117bc1,Customer_5945,customer_5945@example.com,USA
e2f1ab59,Customer_2565,customer_2565@example.com,USA
2908c66e,Customer_8919,customer_8919@example.com,UK
5b3d9ca3,Customer_8620,customer_8620@example.com,Canada
5c0221a1,Customer_8584,customer_8584@example.com,India
3d722403,Customer_6528,customer_6528@example.com,Canada
be392f79,Customer_5140,customer_5140@example.com,India
8b2e1537,Customer_8543,customer_8543@example.com,Australia
7e9a669e,Customer_8606,customer_8606@example.com,USA
6330e830,Customer_6125,customer_6125@example.com,UK
3bd27af0,Customer_9720,customer_9720@example.com,Germany
576e357b,Customer_1824,customer_1824@example.com,Canada
87790809,Customer_5062,customer_5062@example.com,Canada
e1ce7ade,Customer_5519,customer_5519@example.com,Canada
74f09fdb,Customer_7664,customer_7664@example.com,Canada
adc210fe,Customer_3271,customer_3271@example.com,Australia
22bbf1d8,Customer_7246,customer_7246@example.com,UK
869950af,Customer_4793,customer_4793@example.com,Australia
d5f3428f,Customer_5775,customer_5775@example.com,India
b3f9b0ec,Customer_4033,customer_4033@example.com,Germany
09e33a41,Customer_5820,customer_5820@example.com,Australia
d7d6fa1a,Customer_1507,customer_1507@example.com,Canada
d41dc14a,Customer_1560,customer_1560@example.com,UK
d292682a,Customer_2818,customer_2818@example.com,India
d70a9b19,Customer_5596,customer_5596@example.com,India
a644ce79,Customer_4561,customer_4561@example.com,USA
c5286681,Customer_8464,customer_8464@example.com,USA
2d1f9cf5,Customer_1098,customer_1098@example.com,India
15a23dce,Customer_7052,customer_7052@example.com,USA
5f36e3e0,Customer_1807,customer_1807@example.com,India
d0294f5f,Customer_9551,customer_9551@example.com,Germany
842ea738,Customer_2982,customer_2982@example.com,India
9d63bb45,Customer_4330,customer_4330@example.com,Germany
d9dbf892,Customer_9258,customer_9258@example.com,Canada
634cf058,Customer_3126,customer_3126@example.com,USA
e7aab6b9,Customer_9435,customer_9435@example.com,Germany
372ff500,Customer_8968,customer_8968@example.com,UK
497d1e39,Customer_3992,customer_3992@example.com,UK
a082e9ff,Customer_2459,customer_2459@example.com,USA
6edc58f4,Customer_8745,customer_8745@example.com,UK
c2cb1f7b,Customer_2734,customer_2734@example.com,Australia
f4e2bca0,Customer_7483,customer_7483@example.com,Australia
74e7d236,Customer_2207,customer_2207@example.com,India
7a41eb8f,Customer_8451,customer_8451@example.com,Germany
364a4d0d,Customer_5615,customer_5615@example.com,UK
e40c44dc,Customer_2649,customer_2649@example.com,USA
ac0c1572,Customer_7782,customer_7782@example.com,India
66911b4d,Customer_4485,customer_4485@example.com,Australia
63b19efc,Customer_2032,customer_2032@example.com,India
c7d46c88,Customer_3806,customer_3806@example.com,USA
bc0377c8,Customer_1261,customer_1261@example.com,Germany
aab9b9a8,Customer_2241,customer_2241@example.com,UK
c697aef8,Customer_9140,customer_9140@example.com,USA
51aacb09,Customer_6627,customer_6627@example.com,UK
81fa5ef5,Customer_3787,customer_3787@example.com,UK
fd21f370,Customer_1421,customer_1421@example.com,USA
809485ab,Customer_1894,customer_1894@example.com,Australia
db9e21c3,Customer_8415,customer_8415@example.com,Germany
c211bf83,Customer_5388,customer_5388@example.com,India
abb841db,Customer_3658,customer_3658@example.com,Canada
2c447bea,Customer_1799,customer_1799@example.com,Australia
605ff3f6,Customer_2026,customer_2026@example.com,USA
d894ba5f,Customer_2160,customer_2160@example.com,India
022c74f6,Customer_2263,customer_2263@example.com,Australia
686fbc73,Customer_2090,customer_2090@example.com,UK
73231704,Customer_6632,customer_6632@example.com,India
a061bebb,Customer_6317,customer_6317@example.com,India
72d75550,Customer_3405,customer_3405@example.com,Canada
c99d1958,Customer_8580,customer_8580@example.com,USA
6927dc4b,Customer_8139,customer_8139@example.com,Australia
768308f6,Customer_2441,customer_2441@example.com,UK
1eca6d38,Customer_2583,customer_2583@example.com,USA
229eef7b,Customer_1031,customer_1031@example.com,Canada
87d28307,Customer_6986,customer_6986@example.com,Australia
a29b60fd,Customer_7701,customer_7701@example.com,India
46bae42a,Customer_2940,customer_2940@example.com,USA
40d59025,Customer_5006,customer_5006@example.com,UK
7a0de4ba,Customer_9488,customer_9488@example.com,Australia
27779e5b,Customer_1045,customer_1045@example.com,Germany
39947b76,Customer_5700,customer_5700@example.com,India
096d7918,Customer_8530,customer_8530@example.com,Germany
fe11ee01,Customer_8835,customer_8835@example.com,Canada
d0fb711b,Customer_3798,customer_3798@example.com,UK
a646a46d,Customer_6541,customer_6541@example.com,Germany
2a4e17ce,Customer_5269,customer_5269@example.com,UK
af64a966,Customer_9020,customer_9020@example.com,Germany
c5e83147,Customer_4464,customer_4464@example.com,UK
98eb31f3,Customer_9243,customer_9243@example.com,India
e201a281,Customer_4438,customer_4438@example.com,Australia
76f48c4d,Customer_6037,customer_6037@example.com,Canada
3167e735,Customer_9064,customer_9064@example.com,Australia
b05f937a,Customer_5626,customer_5626@example.com,Canada
d39568f3,Customer_4343,customer_4343@example.com,Canada
2dd18cc5,Customer_5377,customer_5377@example.com,Canada
a880b953,Customer_4209,customer_4209@example.com,Canada
7cecbfdd,Customer_4461,customer_4461@example.com,Germany
907bc222,Customer_9286,customer_9286@example.com,UK
a02c641d,Customer_4652,customer_4652@example.com,India
37a2ab87,Customer_2649,customer_2649@example.com,Germany
a423c752,Customer_2162,customer_2162@example.com,UK
2d2b0957,Customer_4362,customer_4362@example.com,Australia
850bf81c,Customer_9349,customer_9349@example.com,Australia
051f1f2e,Customer_3250,customer_3250@example.com,Australia
d84803a6,Customer_3327,customer_3327@example.com,India
9147972f,Customer_3253,customer_3253@example.com,USA
d50f0d01,Customer_4745,customer_4745@example.com,Australia
a3d33d66,Customer_4276,customer_4276@example.com,Germany
ff4a3499,Customer_1694,customer_1694@example.com,Germany
df00264f,Customer_5103,customer_5103@example.com,Australia
e55418c0,Customer_9411,customer_9411@example.com,USA
937a327a,Customer_5966,customer_5966@example.com,Australia
aa31cf20,Customer_4806,customer_4806@example.com,UK
fd3df034,Customer_2709,customer_2709@example.com,India
b271bf9f,Customer_4299,customer_4299@example.com,Germany
3bc155e2,Customer_7050,customer_7050@example.com,Australia
5bfcd0f6,Customer_2963,customer_2963@example.com,India
5d156321,Customer_7083,customer_7083@example.com,Australia
4a10c833,Customer_4088,customer_4088@example.com,USA
8b13140b,Customer_5362,customer_5362@example.com,USA
ebcbe1c7,Customer_4677,customer_4677@example.com,Germany
4911871b,Customer_9666,customer_9666@example.com,UK
36d0eecd,Customer_2818,customer_2818@example.com,USA
eb4742e6,Customer_3280,customer_3280@example.com,Germany
8e9b8807,Customer_4074,customer_4074@example.com,Canada
06870ab2,Customer_6449,customer_6449@example.com,India
f874bd31,Customer_9372,customer_9372@example.com,UK
a5106bd3,Customer_9632,customer_9632@example.com,Canada
48f1bc7d,Customer_6783,customer_6783@example.com,India
4c7daf53,Customer_6626,customer_6626@example.com,Canada
dd60464a,Customer_1458,customer_1458@example.com,Australia
b1177e90,Customer_8988,customer_8988@example.com,Australia
a27da2fa,Customer_9441,customer_9441@example.com,Canada
9396f608,Customer_5136,customer_5136@example.com,Australia
b4858679,Customer_9732,customer_9732@example.com,Australia
43eeaa76,Customer_5870,customer_5870@example.com,UK
eeaa07d7,Customer_8036,customer_8036@example.com,USA
c2a08a37,Customer_8049,customer_8049@example.com,Australia
799d7b5f,Customer_4183,customer_4183@example.com,Germany
0da6ad19,Customer_1855,customer_1855@example.com,Germany
4dce0765,Customer_3424,customer_3424@example.com,Canada
57122b35,Customer_4120,customer_4120@example.com,Germany
b95406fd,Customer_7601,customer_7601@example.com,India
8bf21df9,Customer_1120,customer_1120@example.com,Australia
8dbd3031,Customer_1628,customer_1628@example.com,USA
e905d489,Customer_9232,customer_9232@example.com,Canada
b5dd25d6,Customer_6455,customer_6455@example.com,Canada
4e0ea665,Customer_9200,customer_9200@example.com,USA
da8d982a,Customer_8798,customer_8798@example.com,Germany
952e78ea,Customer_4598,customer_4598@example.com,Canada
3fa3c6f1,Customer_7127,customer_7127@example.com,Canada
b2441262,Customer_8903,customer_8903@example.com,Australia
5ba944e8,Customer_3398,customer_3398@example.com,USA
dcb81c26,Customer_6259,customer_6259@example.com,UK
33762cf0,Customer_5274,customer_5274@example.com,Canada
11845ce5,Customer_3298,customer_3298@example.com,Australia
c6fac27c,Customer_9011,customer_9011@example.com,USA
616b81b6,Customer_8480,customer_8480@example.com,USA
01f014cf,Customer_7428,customer_7428@example.com,Germany
e1efa61a,Customer_9825,customer_9825@example.com,Germany
f89ba371,Customer_1812,customer_1812@example.com,UK
40593742,Customer_9013,customer_9013@example.com,Australia
459f3a37,Customer_1918,customer_1918@example.com,UK
75008b7d,Customer_2686,customer_2686@example.com,India
50b9eebf,Customer_8900,customer_8900@example.com,USA
dd1a4492,Customer_9196,customer_9196@example.com,India
1c2faaa9,Customer_3506,customer_3506@example.com,USA
38f0d038,Customer_9352,customer_9352@example.com,UK
1144b1fe,Customer_1596,customer_1596@example.com,Germany
a3f46edb,Customer_8293,customer_8293@example.com,India
788d79eb,Customer_6935,customer_6935@example.com,UK
1619468d,Customer_5167,customer_5167@example.com,India
ec09822f,Customer_9501,customer_9501@example.com,India
390aa347,Customer_3832,customer_3832@example.com,Canada
42a5cf17,Customer_5335,customer_5335@example.com,India
4f8dec67,Customer_6962,customer_6962@example.com,USA
e28a9cbe,Customer_3401,customer_3401@example.com,UK
36bce9e5,Customer_4314,customer_4314@example.com,Canada
b4661c30,Customer_7177,customer_7177@example.com,Germany
a5d5c213,Customer_9373,customer_9373@example.com,Australia
a553558c,Customer_7090,customer_7090@example.com,USA
1cd4362f,Customer_2272,customer_2272@example.com,Germany
09875f23,Customer_3719,customer_3719@example.com,India
5eb6bb0e,Customer_3604,customer_3604@example.com,Canada
222ee00f,Customer_7261,customer_7261@example.com,Australia
e34952f7,Customer_2981,customer_2981@example.com,India
60467954,Customer_5565,customer_5565@example.com,UK
e6fbf24c,Customer_4391,customer_4391@example.com,Australia
d73a0a21,Customer_2141,customer_2141@example.com,Australia
b352fe9f,Customer_8290,customer_8290@example.com,USA
71734c9c,Customer_3785,customer_3785@example.com,USA
abef8189,Customer_6764,customer_6764@example.com,Australia
5dce105b,Customer_7867,customer_7867@example.com,USA
d51d0473,Customer_8089,customer_8089@example.com,UK
d3cecb2f,Customer_8458,customer_8458@example.com,Canada
94154dbc,Customer_4674,customer_4674@example.com,Germany
fa9beb11,Customer_2837,customer_2837@example.com,USA
9290b00f,Customer_7292,customer_7292@example.com,Germany
73a96337,Customer_8248,customer_8248@example.com,Australia
2252fe36,Customer_1713,customer_1713@example.com,USA
a83e54dc,Customer_7159,customer_7159@example.com,UK
1d1fcb53,Customer_7719,customer_7719@example.com,India
f70871b6,Customer_5894,customer_5894@example.com,Germany
667861e4,Customer_6110,customer_6110@example.com,USA
5f7b9294,Customer_4873,customer_4873@example.com,UK
1ddc18c4,Customer_7160,customer_7160@example.com,Canada
f3c858b9,Customer_5037,customer_5037@example.com,Germany
e3a51035,Customer_4533,customer_4533@example.com,UK
6afbee81,Customer_2783,customer_2783@example.com,Australia
a1dc1cb7,Customer_5994,customer_5994@example.com,Australia
792c5d2a,Customer_4870,customer_4870@example.com,Germany
bdfcc3fc,Customer_2756,customer_2756@example.com,Canada
6ee8b66c,Customer_8843,customer_8843@example.com,UK
096d4fbf,Customer_5283,customer_5283@example.com,Australia
64e299b3,Customer_3424,customer_3424@example.com,Australia
03b4bfd7,Customer_9895,customer_9895@example.com,Australia
a058f9e7,Customer_3256,customer_3256@example.com,Canada
ed5125d4,Customer_3756,customer_3756@example.com,Germany
c1d01afa,Customer_7899,customer_7899@example.com,USA
70393bd2,Customer_2045,customer_2045@example.com,Australia
c62d291f,Customer_1042,customer_1042@example.com,Germany
ea490782,Customer_2595,customer_2595@example.com,USA
7f34514c,Customer_3030,customer_3030@example.com,Canada
73c4ed71,Customer_2680,customer_2680@example.com,USA
3d5daa80,Customer_5940,customer_5940@example.com,USA
132c3d59,Customer_7046,customer_7046@example.com,UK
3af75e4d,Customer_2072,customer_2072@example.com,Australia
7cc0d3dc,Customer_9885,customer_9885@example.com,India
03edca5d,Customer_4405,customer_4405@example.com,India
cdf1ec11,Customer_6881,customer_6881@example.com,Australia
88d2c5fa,Customer_6557,customer_6557@example.com,UK
700a812e,Customer_7063,customer_7063@example.com,India
6266cb03,Customer_8422,customer_8422@example.com,Australia
fd281ed4,Customer_9013,customer_9013@example.com,India
6c9a24ec,Customer_6583,customer_6583@example.com,USA
464241cb,Customer_6808,customer_6808@example.com,UK
2a2aa1a0,Customer_7232,customer_7232@example.com,UK
e8192b37,Customer_4905,customer_4905@example.com,Germany
0b990f33,Customer_4510,customer_4510@example.com,Australia
a928108b,Customer_9291,customer_9291@example.com,UK
3dd62dc5,Customer_5523,customer_5523@example.com,Australia
61192bcb,Customer_9729,customer_9729@example.com,Germany
d091e838,Customer_7550,customer_7550@example.com,Canada
3240881e,Customer_9451,customer_9451@example.com,USA
e9b1fdd2,Customer_2963,customer_2963@example.com,India
44756fe8,Customer_9516,customer_9516@example.com,Germany
170a5bab,Customer_2144,customer_2144@example.com,USA
ff5f32eb,Customer_1697,customer_1697@example.com,USA
36bd768d,Customer_9393,customer_9393@example.com,USA
8579c83a,Customer_2136,customer_2136@example.com,Australia
a7e7cba2,Customer_6997,customer_6997@example.com,USA
458506e3,Customer_7899,customer_7899@example.com,Canada
98615ca3,Customer_8698,customer_8698@example.com,Australia
809314b3,Customer_5696,customer_5696@example.com,Canada
edd26bba,Customer_9559,customer_9559@example.com,Canada
3ef0215a,Customer_9131,customer_9131@example.com,India
ed6bf9e8,Customer_5939,customer_5939@example.com,Germany
92b28063,Customer_6295,customer_6295@example.com,Germany
283a9c0f,Customer_2588,customer_2588@example.com,Australia
a5480b91,Customer_6223,customer_6223@example.com,Germany
10616d92,Customer_6797,customer_6797@example.com,USA
b26c0320,Customer_5390,customer_5390@example.com,India
9b67d95e,Customer_1884,customer_1884@example.com,Germany
32c8b359,Customer_6328,customer_6328@example.com,USA
4fdc54dd,Customer_2418,customer_2418@example.com,Australia
adbaca5f,Customer_2136,customer_2136@example.com,USA
233e82e5,Customer_5603,customer_5603@example.com,UK
1ef094fa,Customer_5613,customer_5613@example.com,USA
45cf95fc,Customer_4243,customer_4243@example.com,India
0586b346,Customer_3489,customer_3489@example.com,India
7a02fad2,Customer_2299,customer_2299@example.com,Germany
